date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:15	68402/68402	---M--	200	added ('OK')	image/png	etag:%22b1f0be8fb18d68edf232efa47a7b486c%22	http://product.hstatic.net/1000271846/product/01_79e0738f02bb4a7fbf3aa36354c20afa_large.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_79e0738f02bb4a7fbf3aa36354c20afa_large.png	(from https://www.zoe-vn.com/collections/all)
15:12:17	52501/52501	---M--	200	added ('OK')	image/jpeg	etag:%22ed1dc0fb5b886c4ea3d0c53de62807f2%22	http://product.hstatic.net/1000271846/product/02_e0093e2a8fc14130a97249deed58ab43_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_e0093e2a8fc14130a97249deed58ab43_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:18	3997/3997	---M--	200	added ('OK')	image/jpeg	etag:%22d9909f824854bf461c73b3cb84f34731%22	http://product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:19	44776/44776	---M--	200	added ('OK')	image/jpeg	etag:%22112b38d411a66f2e349d4aa1c5c93ad6%22	http://product.hstatic.net/1000271846/product/02_e0093e2a8fc14130a97249deed58ab43_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_e0093e2a8fc14130a97249deed58ab43_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:20	11924/11924	---M--	200	added ('OK')	image/jpeg	etag:%22b4b344ab9202e6dde9c46bddde8391ed%22	http://product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:20	53077/53077	---M--	200	added ('OK')	image/jpeg	etag:%22596033c9266c6ede50314ebf1a3dcc6b%22	http://product.hstatic.net/1000271846/product/02_7fe9151fa3af4135923866b8cc289530_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_7fe9151fa3af4135923866b8cc289530_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:21	18021/18021	---M--	200	added ('OK')	image/jpeg	etag:%22322cbf2312e27e16d9db82de5f85ae5a%22	http://product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_01b8aa60523745859a836b0e604f1fe2_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:21	10646/10646	---M--	200	added ('OK')	image/jpeg	etag:%228d8a8bc833544d85ef649ac4a5d2bccc%22	http://product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:22	3863/3863	---M--	200	added ('OK')	image/jpeg	etag:%22647f810d8bcb004a20ff25f7fbc6fc4f%22	http://product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:23	9325/9325	---M--	200	added ('OK')	image/jpeg	etag:%2240fcb9795497c6a27b1c7745a4e5b351%22	http://product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:25	12419/12419	---M--	200	added ('OK')	image/jpeg	etag:%227eabb094788e85cd87433ee024a9bbf5%22	http://product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401466902_3c305206b327761f12261185be210b53_8610729cabf44d6683f6cd6b0625b4b6_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:26	9734/9734	---M--	200	added ('OK')	image/jpeg	etag:%2224617768013a67df4857c1a0601233d6%22	http://product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:29	65827/65827	---M--	200	added ('OK')	image/jpeg	etag:%22afb2546280645a9766db9b3e46711701%22	http://product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:29	70692/70692	---M--	200	added ('OK')	image/jpeg	etag:%223454b39664925a414c9ffe7d689743ae%22	http://product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_0187d9ddc0a84ecf84f08e25f505e02f_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:30	5008/5008	---M--	200	added ('OK')	image/jpeg	etag:%2212bdd9b5b5fbc79b328b79c964ef8ab8%22	http://product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:31	35199/35199	---M--	200	added ('OK')	image/jpeg	etag:%224fcb849f92db88490c41c123c5c6f263%22	http://product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:32	15047/15047	---M--	200	added ('OK')	image/jpeg	etag:%22cc0c1cfb354a1d40fb9dfd7eba63f377%22	http://product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:32	2820/2820	---M--	200	added ('OK')	image/jpeg	etag:%221b7146741fa1fbeac41d1e4e9ca7fd37%22	http://product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:33	23823/23823	---M--	200	added ('OK')	image/jpeg	etag:%22cae5e31d993145efda050f5868eb2f76%22	http://product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-01_840662c008a041749ecc17cd5692425c_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:34	12488/12488	---M--	200	added ('OK')	image/jpeg	etag:%22afc8ac7c2c509c4b32a30c6a004f640c%22	http://product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:35	9507/9507	---M--	200	added ('OK')	image/jpeg	etag:%227869bb6acdfe6aadb56b60a249f3ea6c%22	http://product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-navy-02_ef20218df0d348609df1fe488219e1c0_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:35	3227/3227	---M--	200	added ('OK')	image/jpeg	etag:%22302a1963e9f42f1e0899fadfa1d9aa68%22	http://product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:35	60087/60087	---M--	200	added ('OK')	image/jpeg	etag:%22fe5f140857258855f132b3522e1adcd2%22	http://product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/z4692401502652_e533b8d0ace59bca063ef07fb47b5742_d228e4fc262e47db89c917aedf4b48fd_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:36	7902/7902	---M--	200	added ('OK')	image/jpeg	etag:%22bd2404c83e6534769c9fbb8bc22f5747%22	http://product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:36	1743/1743	---M--	200	added ('OK')	image/jpeg	etag:%2221d661f8fafc94ab8400145b923fef21%22	http://product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:36	4002/4002	---M--	200	added ('OK')	image/jpeg	etag:%2241da1e115579394151a4c546a0163c74%22	http://product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:37	2673/2673	---M--	200	added ('OK')	image/jpeg	etag:%2261ac64cb8d1edc5c59d9693e2fc2ae91%22	http://product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:37	5391/5391	---M--	200	added ('OK')	image/jpeg	etag:%220a0ba4cf0c670d317ebb380f707d8fa5%22	http://product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-02_a9f7f87407f54e1584007f362997d10d_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:37	21495/21495	---M--	200	added ('OK')	image/jpeg	etag:%222f586604a36327f2d2b5908f5c0e558f%22	http://product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/tote-beige-01_ee321b8534df4b0eb14daacea1e797ea_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:37	7026/7026	---M--	200	added ('OK')	image/jpeg	etag:%2236f7a285cfbd4e18cbf2b891da509e1b%22	http://product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:38	10026/10026	---M--	200	added ('OK')	image/jpeg	etag:%22496ffa58d468f197d3b1273dcab5ef90%22	http://product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-01_dc3729acdc624cbd82628a1bd9d030ba_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:38	4396/4396	---M--	200	added ('OK')	image/jpeg	etag:%222cb5bd8d899207d500607d90d9961af4%22	http://product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:39	3613/3613	---M--	200	added ('OK')	image/jpeg	etag:%229fbe6ed06bbbce77885d78e19ac666e6%22	http://product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:39	11968/11968	---M--	200	added ('OK')	image/jpeg	etag:%22b1aa40dad173ccdd710c5e67b9036c68%22	http://product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:39	17251/17251	---M--	200	added ('OK')	image/jpeg	etag:%22026029953fe77fdaf935ac960598070b%22	http://product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/ueh-02_bdbe6089feb0426eae952e0e7e2ff961_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:40	4883/4883	---M--	200	added ('OK')	image/jpeg	etag:%22bd0388bb13957c6725434ac8cd3a4c8a%22	http://product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_medium.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_medium.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:41	16091/16091	---M--	200	added ('OK')	image/jpeg	etag:%22ab079507e872c0880ae6389df8617d40%22	http://product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:41	22745/22745	---M--	200	added ('OK')	image/jpeg	etag:%2292e625228dc0b9bab28d85771848c12c%22	http://product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_12f389a63fad432b98737eda5f809e3b_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:45	23221/23221	---M--	200	added ('OK')	image/jpeg	etag:%227fbb8cc18f3c7f2d8e12f8ee486cfe06%22	http://product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_large.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_large.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:47	21024/21024	---M--	200	added ('OK')	image/jpeg	etag:%225acb24e60c764f1310cdb6d3195807d9%22	http://product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_grande.jpg	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/02_18bab5f1068048028a71f2d62c481459_grande.jpg	(from https://www.zoe-vn.com/collections/all)
15:12:55	786535/786535	---MCZ	200	added ('OK')	text/html	etag:W/%22e9a63feedc3a4b41a992b8e27275e33d%22	https://www.zoe-vn.com/collections/all?page=2	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/all4658.html	(from https://www.zoe-vn.com/collections/all)
15:13:01	785690/785690	---MCZ	200	added ('OK')	text/html	etag:W/%229dab297d8a3b4ad3bd133d1f376e0581%22	https://www.zoe-vn.com/collections/all?page=3	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/all9ba9.html	(from https://www.zoe-vn.com/collections/all)
15:13:03	783319/783319	---MCZ	200	added ('OK')	text/html	etag:W/%22a0c133d1617143c4a8a186d9685001af%22	https://www.zoe-vn.com/collections/all?page=5	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/allaf4d.html	(from https://www.zoe-vn.com/collections/all)
15:14:03	1069/1069	---M--	200	added ('OK')	image/png	etag:%22754f0ae3927f52b55940ad850a95f22f%22	http://theme.hstatic.net/1000271846/1001087843/14/footer_payment_img.png?v=108	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/footer_payment_img1147.png	(from https://www.zoe-vn.com/collections/all)
15:14:06	22539/22539	---M--	200	added ('OK')	image/png	etag:%2256c95dac5b8780b12f7af2236376557d%22	https://file.hstatic.net/1000271846/file/dathongbao_ba0f752e987b4d85baf1a9045870afcd.png	C:/Users/pc/Desktop/chim/file.hstatic.net/1000271846/file/dathongbao_ba0f752e987b4d85baf1a9045870afcd.png	(from https://www.zoe-vn.com/collections/all)
15:15:55	2063/2063	---M--	200	added ('OK')	image/gif	etag:%22866712236fb84926c0b13fc4937208ac%22	http://hstatic.net/0/0/global/noDefaultImage6_large.gif	C:/Users/pc/Desktop/chim/hstatic.net/0/0/global/noDefaultImage6_large.gif	(from https://www.zoe-vn.com/collections/all)
15:16:04	884/884	---MC-	200	added ('OK')	text/javascript	date:Thu,%2023%20Nov%202023%2008:16:05%20GMT	https://www.google.com/recaptcha/api.js?render=6LdD18MUAAAAAHqKl3Avv8W-tREL6LangePxQLM-	C:/Users/pc/Desktop/chim/www.google.com/recaptcha/api4d7a.js	(from https://www.zoe-vn.com/collections/all)
15:16:08	4443/4443	---M--	200	added ('OK')	image/png	etag:%2235ad81c30bedc31da729b90135ce2392%22	http://theme.hstatic.net/1000271846/1001087843/14/iconweb-hotline.png?v=108	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/iconweb-hotline1147.png	(from https://www.zoe-vn.com/collections/all)
15:16:08	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Nov%202023%2008:16:10%20GMT	http://theme.hstatic.net/1000271846/1001087843/14/svn-veneer.woff?v=106	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/svn-veneerf38f.woff	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:08	530/530	---M--	200	added ('OK')	image/png	etag:%22f0a33c37601633945e2bb1863a1b13df%22	http://theme.hstatic.net/1000271846/1001087843/14/pic-search.png?v=106	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/pic-searchf38f.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:09	684/684	---M--	200	added ('OK')	image/png	etag:%22c2caba65a6602e5866c7e79c9fd2465d%22	http://theme.hstatic.net/1000271846/1001087843/14/sold_out.png?v=106	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/sold_outf38f.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:10	401/401	---M--	200	added ('OK')	image/png	etag:%222f9f3cbd7695d0afd5dfd08f2c14a850%22	http://theme.hstatic.net/1000271846/1001087843/14/iconsearch.png?v=106	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/iconsearchf38f.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:11	355/355	---M--	200	added ('OK')	image/png	etag:%2280c551172d69aa2ba09f5a5fe1bb133d%22	http://hstatic.net/0/0/global/design/theme-default/userico.png	C:/Users/pc/Desktop/chim/hstatic.net/0/0/global/design/theme-default/userico.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:11	302/302	---M--	200	added ('OK')	image/png	etag:%227da3daa2cbe2fb31359587912ceceeb2%22	http://hstatic.net/0/0/global/design/theme-default/email.png	C:/Users/pc/Desktop/chim/hstatic.net/0/0/global/design/theme-default/email.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:11	480/480	---M--	200	added ('OK')	image/png	etag:%2231fe470d95dc70a82651ce69740eff9f%22	http://hstatic.net/0/0/global/design/theme-default/pass.png	C:/Users/pc/Desktop/chim/hstatic.net/0/0/global/design/theme-default/pass.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:12	4988/4988	---M--	200	added ('OK')	image/png	etag:%22141c98eff7e704fe633309991139428a%22	http://theme.hstatic.net/1000271846/1001087843/14/icon_hotline.png?v=108	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/icon_hotline1147.png	(from https://www.zoe-vn.com/collections/all)
15:16:13	136780/136780	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b27b09833c52ad62327eb75e0c160963%22	http://theme.hstatic.net/1000271846/1001087843/14/pn-regular2.ttf	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/pn-regular2.ttf	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:17	136596/136596	---M--	200	added ('OK')	application/x-font-ttf	etag:%221243af06e9b365ed1c20efda8b171dbe%22	http://theme.hstatic.net/1000271846/1001087843/14/pn_semibold_gdi.ttf	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/pn_semibold_gdi.ttf	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:19	20550/20550	---M--	200	added ('OK')	image/png	etag:%223e15efb35751f661811f5799b15a048f%22	http://theme.hstatic.net/1000271846/1001087843/14/popup_bg.png?v=106	C:/Users/pc/Desktop/chim/theme.hstatic.net/1000271846/1001087843/14/popup_bgf38f.png	(from http://theme.hstatic.net/1000271846/1001087843/14/custom-styles.scss.css?v=108)
15:16:19	728233/728233	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c8ed70c987864b66beaae37e9e4ed363%22	https://www.zoe-vn.com/collections/a	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/a.84.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:16:21	728233/728233	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2237c9c2cce72744499caf68ef3557636b%22	https://www.zoe-vn.com/collections/POST	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:16:22	728233/728233	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2215346bf2323146cc8efef2a4175094e0%22	https://www.zoe-vn.com/collections/schema.org/	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:16:23	728233/728233	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22dcf162b36bda4a989bd3f581b4ffbccc%22	https://www.zoe-vn.com/collections/b.resolvedLink	C:/Users/pc/Desktop/chim/www.zoe-vn.com/collections/b.86.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:16:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Nov%202023%2008:16:25%20GMT	https://www.zoe-vn.com/signals/iwl.js	C:/Users/pc/Desktop/chim/www.zoe-vn.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
15:16:24	9694/9694	---M--	200	added ('OK')	image/png	etag:%228ddbd381a96e25072e5162aa14ecff7f%22	http://product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_medium.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_medium.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:26	35989/35989	---M--	200	added ('OK')	image/png	etag:%22e0d56cd606ce9f77ca9e3081da7d4d74%22	http://product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_large.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_large.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:27	16197/16197	---M--	200	added ('OK')	image/png	etag:%229fb4a915dd35ab5fe9bb01670f195c21%22	http://product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_medium.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_medium.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:31	65229/65229	---M--	200	added ('OK')	image/png	etag:%22f37cb842896e2c640f2ec174b5ebf03e%22	http://product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_large.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_large.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:42	100520/100520	---M--	200	added ('OK')	image/png	etag:%2256e8ba0651aec86ccfdc2eaa85286893%22	http://product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_grande.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-03_aa09424854b34fdb9fe2829169ffe33f_grande.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:43	13004/13004	---M--	200	added ('OK')	image/png	etag:%22d142ba61a428ec21d449957b5d297123%22	http://product.hstatic.net/1000271846/product/01_bcf66b5e079842b18e1e8a96eaf3036c_medium.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_bcf66b5e079842b18e1e8a96eaf3036c_medium.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:46	61188/61188	---M--	200	added ('OK')	image/png	etag:%22e67ef90bdd57d7d583cbdaf9b7e80655%22	http://product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_grande.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/white-01_246db1b5e61e4c6eb6cbb683b3de9e0f_grande.png	(from https://www.zoe-vn.com/collections/best-seller)
15:16:49	48296/48296	---M--	200	added ('OK')	image/png	etag:%22f7911a9f8da0df19eccbc0727c5f30a5%22	http://product.hstatic.net/1000271846/product/01_bcf66b5e079842b18e1e8a96eaf3036c_large.png	C:/Users/pc/Desktop/chim/product.hstatic.net/1000271846/product/01_bcf66b5e079842b18e1e8a96eaf3036c_large.png	(from https://www.zoe-vn.com/collections/best-seller)
